GEOID,year,name,parent-location,population,poverty-rate,renter-occupied-households,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed,geometry_Tract,ward,OBJECTID_PUD,PUD_NAME,PUD_WEB_URL,PUD_CHANGE_NARRATIVE,PUD_ZONING,PUD_STATUS,PUD_CASE_NUMBER,SHAPEAREA,SHAPELEN,GLOBALID,WARD,Name,Description,geometry_ft,Zone_Cat,CASE_ID_orig,ADDRESS,PROJECT_NAME,STATUS_PUBLIC,AGENCY_CALCULATED,AFFORDABLE_UNITS_AT_0_30_AMI,AFFORDABLE_UNITS_AT_31_50_AMI,AFFORDABLE_UNITS_AT_51_60_AMI,AFFORDABLE_UNITS_AT_61_80_AMI,AFFORDABLE_UNITS_AT_81_AMI,TOTAL_AFFORDABLE_UNITS,MAR_WARD,Type,ANC,Total # Residential Units,% Affordable Units,Total # of 3 bedroom+ units (Fam sized units),Ownership (rental vs. condo or mix),Affordability notes (What levels of AMI% are avail),X,Y,OBJECTID_gr,LATITUDE,LONGITUDE,ADDRESS_ID,XCOORD,YCOORD,FULLADDRESS,GIS_LAST_MOD_DTTM,CASE_ID_update
110010017021,2016,17.02.1,"District of Columbia, District of Columbia",1620.0,5.44,289.0,52.11,2124.0,102305.0,524600.0,23.3,44.26,38.7,15.12,0.0,0.8,0.0,1.11,0.0,28.0,4.0,1.38,9.69,1,0,0,"MULTIPOLYGON (((-77.01989500000001 38.969923, -77.025406 38.969924, -77.022766 38.973609, -77.019835 38.977475, -77.019267 38.977949, -77.014612 38.969961, -77.01548 38.969923, -77.01989500000001 38.969923)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010017022,2016,17.02.2,"District of Columbia, District of Columbia",1463.0,0.0,239.0,35.86,1379.0,79250.0,347300.0,23.3,27.27,58.65,8.68,0.0,1.85,0.0,3.55,0.0,17.0,0.0,0.0,7.11,1,0,0,"MULTIPOLYGON (((-77.019267 38.977949, -77.019184 38.978008, -77.01904999999999 38.978222, -77.01888795722559 38.97842105377349, -77.015598 38.97591, -77.01379799999999 38.97441, -77.00835844899841 38.970157260126, -77.00884000000001 38.970015, -77.009022 38.969948, -77.009562 38.963905, -77.01304399999999 38.967334, -77.014612 38.969961, -77.019267 38.977949)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010018031,2016,18.03.1,"District of Columbia, District of Columbia",1350.0,14.85,332.0,50.39,1118.0,65750.0,553800.0,41.1,12.74,66.89,9.26,0.0,1.19,0.0,9.93,0.0,28.0,4.0,1.2,8.43,1,0,0,"MULTIPOLYGON (((-77.043491 38.961335, -77.04627499999999 38.963104, -77.047606 38.965044, -77.04671399999999 38.967749, -77.045699 38.96874, -77.04465399999999 38.970768, -77.043487 38.9713, -77.04196899999999 38.97101, -77.040093 38.972836, -77.04006699999999 38.972835, -77.039889 38.972834, -77.036371 38.972269, -77.033416 38.972263, -77.033418 38.967566, -77.036384 38.966851, -77.036388 38.962584, -77.040774 38.962889, -77.043339 38.961421, -77.043491 38.961335)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010018032,2016,18.03.2,"District of Columbia, District of Columbia",2692.0,10.93,1025.0,92.88,1154.0,50911.0,,28.7,3.19,58.06,35.77,0.3,0.0,0.0,1.82,0.85,125.0,19.0,1.85,12.2,1,0,0,"MULTIPOLYGON (((-77.033418 38.96685, -77.03342499999999 38.962042, -77.03433800000001 38.962172, -77.036388 38.962584, -77.036384 38.966851, -77.033418 38.967566, -77.033418 38.96685)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010018041,2016,18.04.1,"District of Columbia, District of Columbia",1091.0,0.0,335.0,63.86,1065.0,42303.0,468900.0,40.1,4.58,72.59,14.02,3.3,5.5,0.0,0.0,0.0,56.0,8.0,2.39,16.72,1,0,0,"MULTIPOLYGON (((-77.02969 38.96685, -77.033418 38.96685, -77.033418 38.967566, -77.033416 38.972263, -77.029692 38.972263, -77.029686 38.967568, -77.02969 38.96685)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010018042,2016,18.04.2,"District of Columbia, District of Columbia",1832.0,20.72,311.0,63.19,1035.0,60556.0,360100.0,26.3,2.67,57.21,39.19,0.0,0.93,0.0,0.0,0.0,90.0,9.0,2.89,28.94,1,0,0,"MULTIPOLYGON (((-77.029692 38.972263, -77.027218 38.972262, -77.027024 38.972354, -77.027265 38.969925, -77.027477 38.967535, -77.027501 38.967288, -77.02771 38.964954, -77.027804 38.963772, -77.027889 38.9627, -77.027996 38.961427, -77.02800999999999 38.961259, -77.02852 38.961338, -77.02867500000001 38.961367, -77.029144 38.961419, -77.02969400000001 38.961506, -77.02969 38.96685, -77.029686 38.967568, -77.029692 38.972263)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010018043,2016,18.04.3,"District of Columbia, District of Columbia",2696.0,17.01,693.0,85.33,1035.0,41287.0,439000.0,32.1,3.56,57.94,37.35,0.0,0.63,0.0,0.52,0.0,147.0,13.0,1.88,21.21,1,0,0,"MULTIPOLYGON (((-77.02969 38.96685, -77.02969400000001 38.961506, -77.03342499999999 38.962042, -77.033418 38.96685, -77.02969 38.96685)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010019011,2016,19.01.1,"District of Columbia, District of Columbia",1117.0,14.64,165.0,40.21,955.0,80428.0,450600.0,28.8,3.76,90.42,5.82,0.0,0.0,0.0,0.0,0.0,22.0,4.0,2.42,13.33,1,0,0,"MULTIPOLYGON (((-77.019897 38.958733, -77.021152 38.958732, -77.028031 38.961014, -77.028014 38.961218, -77.027975 38.961316, -77.027996 38.961427, -77.027889 38.9627, -77.019896 38.9627, -77.019897 38.958733)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010019012,2016,19.01.2,"District of Columbia, District of Columbia",987.0,0.0,113.0,27.03,1017.0,68828.0,348800.0,29.0,8.31,66.77,20.97,0.0,0.0,0.0,3.95,0.0,8.0,0.0,0.0,7.08,1,0,0,"MULTIPOLYGON (((-77.027889 38.9627, -77.027804 38.963772, -77.02771 38.964954, -77.019897 38.96495, -77.01989500000001 38.963772, -77.019896 38.9627, -77.027889 38.9627)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010019013,2016,19.01.3,"District of Columbia, District of Columbia",1095.0,13.48,76.0,21.7,2556.0,76250.0,364200.0,18.5,6.48,59.36,28.49,0.0,3.47,0.0,0.0,2.19,6.0,3.0,3.95,7.89,1,0,0,"MULTIPOLYGON (((-77.019897 38.96495, -77.02771 38.964954, -77.027501 38.967288, -77.01989500000001 38.967288, -77.019897 38.96495)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010019014,2016,19.01.4,"District of Columbia, District of Columbia",798.0,0.0,54.0,17.44,2637.0,66250.0,486600.0,45.0,17.79,66.67,8.02,0.0,6.02,0.0,0.0,1.5,4.0,3.0,5.56,7.41,1,0,0,"MULTIPOLYGON (((-77.027501 38.967288, -77.027477 38.967535, -77.027265 38.969925, -77.025406 38.969924, -77.01989500000001 38.969923, -77.01989500000001 38.967288, -77.027501 38.967288)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010019021,2016,19.02.1,"District of Columbia, District of Columbia",1503.0,10.0,102.0,13.09,1800.0,88264.0,419500.0,50.0,9.05,70.19,18.1,0.4,0.67,0.0,1.6,0.0,6.0,0.0,0.0,5.88,1,0,0,"MULTIPOLYGON (((-77.010713 38.962357, -77.009579 38.960946, -77.00925100000001 38.960184, -77.012326 38.960198, -77.01342200000001 38.958733, -77.01803200000001 38.958736, -77.019897 38.958733, -77.019896 38.9627, -77.01989500000001 38.963772, -77.018028 38.963771, -77.011554 38.963797, -77.011105 38.962904, -77.010713 38.962357)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010019022,2016,19.02.2,"District of Columbia, District of Columbia",834.0,0.0,69.0,19.32,964.0,88306.0,472000.0,27.1,11.15,64.63,20.74,0.0,1.32,0.0,2.16,0.0,26.0,4.0,5.8,37.68,1,0,0,"MULTIPOLYGON (((-77.01989500000001 38.963772, -77.019897 38.96495, -77.01989500000001 38.967288, -77.01989500000001 38.969923, -77.01548 38.969923, -77.014612 38.969961, -77.01304399999999 38.967334, -77.009562 38.963905, -77.010713 38.962357, -77.011105 38.962904, -77.011554 38.963797, -77.018028 38.963771, -77.01989500000001 38.963772)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010020011,2016,20.01.1,"District of Columbia, District of Columbia",1435.0,3.96,466.0,81.43,1100.0,41500.0,,34.3,5.71,50.59,36.59,0.0,5.16,0.0,1.95,0.0,50.0,6.0,1.29,10.73,1,0,0,"MULTIPOLYGON (((-77.02852 38.961338, -77.03342600000001 38.956213, -77.03342499999999 38.962042, -77.02969400000001 38.961506, -77.029144 38.961419, -77.02867500000001 38.961367, -77.02852 38.961338)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010020012,2016,20.01.2,"District of Columbia, District of Columbia",1413.0,1.22,111.0,13.76,,139034.0,784100.0,26.8,43.52,29.94,21.66,0.42,1.7,0.0,2.12,0.64,17.0,4.0,3.6,15.32,1,0,0,"MULTIPOLYGON (((-77.043491 38.961335, -77.043339 38.961421, -77.040774 38.962889, -77.036388 38.962584, -77.03433800000001 38.962172, -77.03342499999999 38.962042, -77.03342600000001 38.956213, -77.033761 38.955653, -77.03604 38.952942, -77.036247 38.9527, -77.03641500000001 38.952535, -77.036402 38.952948, -77.03639800000001 38.956212, -77.039575 38.956624, -77.040318 38.96051, -77.042253 38.96035, -77.042579 38.9605, -77.043491 38.961335)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010020021,2016,20.02.1,"District of Columbia, District of Columbia",1074.0,0.0,63.0,14.29,1043.0,99028.0,682800.0,21.3,21.97,36.13,24.21,0.0,1.96,0.0,4.1,11.64,12.0,1.0,1.59,19.05,1,0,0,"MULTIPOLYGON (((-77.0266 38.946125, -77.02964299999999 38.946125, -77.031695 38.948235, -77.032724 38.948264, -77.036424 38.94826, -77.03641500000001 38.952535, -77.036247 38.9527, -77.03604 38.952942, -77.033761 38.955653, -77.03342600000001 38.956213, -77.033254 38.949738, -77.027135 38.949734, -77.027035 38.948991, -77.026933 38.948256, -77.02678400000001 38.94719, -77.02666600000001 38.9464, -77.0266 38.946125)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010020022,2016,20.02.2,"District of Columbia, District of Columbia",1528.0,14.44,415.0,60.55,1091.0,45139.0,297200.0,44.1,14.66,60.34,22.71,0.0,0.46,0.0,1.83,0.0,51.0,10.0,2.41,12.29,1,0,0,"MULTIPOLYGON (((-77.028175 38.95728, -77.028029 38.956216, -77.03342600000001 38.956213, -77.02852 38.961338, -77.02800999999999 38.961259, -77.027996 38.961427, -77.027975 38.961316, -77.028014 38.961218, -77.028031 38.961014, -77.028227 38.958503, -77.028175 38.95728)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010020023,2016,20.02.3,"District of Columbia, District of Columbia",1309.0,5.68,84.0,16.2,1768.0,100682.0,527500.0,21.8,13.9,66.39,15.74,0.0,0.0,0.0,2.06,1.91,5.0,1.0,1.19,5.95,1,0,0,"MULTIPOLYGON (((-77.027135 38.949734, -77.033254 38.949738, -77.03342600000001 38.956213, -77.028029 38.956216, -77.02788099999999 38.955148, -77.027429 38.951868, -77.02728399999999 38.950802, -77.027135 38.949734)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010021011,2016,21.01.1,"District of Columbia, District of Columbia",1563.0,13.85,318.0,47.98,808.0,53611.0,357700.0,29.2,2.56,77.74,17.53,0.0,2.18,0.0,0.0,0.0,47.0,6.0,1.89,14.78,1,0,0,"MULTIPOLYGON (((-77.019937 38.95752, -77.02408800000001 38.957397, -77.028175 38.95728, -77.028227 38.958503, -77.028031 38.961014, -77.021152 38.958732, -77.019897 38.958733, -77.019965 38.958243, -77.019937 38.95752)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010021012,2016,21.01.2,"District of Columbia, District of Columbia",1053.0,29.33,251.0,58.08,897.0,56983.0,228000.0,24.4,7.41,24.6,59.45,0.0,6.93,0.0,1.61,0.0,48.0,9.0,3.59,19.12,1,0,0,"MULTIPOLYGON (((-77.02408800000001 38.957397, -77.019937 38.95752, -77.019837 38.955379, -77.023984 38.955256, -77.02408800000001 38.957397)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010021013,2016,21.01.3,"District of Columbia, District of Columbia",1228.0,6.41,119.0,15.33,919.0,63510.0,344300.0,50.0,8.79,87.79,1.47,0.0,0.0,0.0,1.95,0.0,9.0,5.0,4.2,7.56,1,0,0,"MULTIPOLYGON (((-77.01968100000001 38.952083, -77.02382900000001 38.951966, -77.023984 38.955256, -77.019837 38.955379, -77.01978800000001 38.954309, -77.01968100000001 38.952083)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010021014,2016,21.01.4,"District of Columbia, District of Columbia",991.0,0.0,122.0,54.49,,48281.0,410500.0,31.9,7.37,36.73,55.1,0.0,0.0,0.0,0.81,0.0,20.0,5.0,4.1,16.39,1,0,0,"MULTIPOLYGON (((-77.02382900000001 38.951966, -77.027429 38.951868, -77.02788099999999 38.955148, -77.023984 38.955256, -77.02382900000001 38.951966)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010021015,2016,21.01.5,"District of Columbia, District of Columbia",1024.0,18.88,208.0,64.63,1137.0,,317900.0,23.8,2.15,62.21,25.2,0.0,10.45,0.0,0.0,0.0,23.0,5.0,2.4,11.06,1,0,0,"MULTIPOLYGON (((-77.02408800000001 38.957397, -77.023984 38.955256, -77.02788099999999 38.955148, -77.028029 38.956216, -77.028175 38.95728, -77.02408800000001 38.957397)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010021021,2016,21.02.1,"District of Columbia, District of Columbia",727.0,0.0,111.0,13.35,1354.0,81950.0,385300.0,14.9,8.94,79.78,4.54,0.83,0.0,0.0,5.91,0.0,11.0,3.0,2.7,9.91,1,0,0,"MULTIPOLYGON (((-77.00925100000001 38.960184, -77.009051 38.959608, -77.009049 38.95766, -77.01161500000001 38.957661, -77.013649 38.957661, -77.016165 38.957662, -77.01787400000001 38.95766, -77.018072 38.957585, -77.019937 38.95752, -77.019965 38.958243, -77.019897 38.958733, -77.01803200000001 38.958736, -77.01342200000001 38.958733, -77.012326 38.960198, -77.00925100000001 38.960184)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010021022,2016,21.02.2,"District of Columbia, District of Columbia",585.0,23.14,222.0,54.45,673.0,33571.0,314000.0,50.0,17.44,79.66,1.71,0.0,0.0,0.0,1.2,0.0,6.0,1.0,0.45,2.7,1,0,0,"MULTIPOLYGON (((-77.01161500000001 38.957661, -77.009049 38.95766, -77.009047 38.956916, -77.009046 38.954815, -77.00905 38.952973, -77.009007 38.952407, -77.012429 38.952308, -77.011635 38.953375, -77.01161500000001 38.957661)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010021023,2016,21.02.3,"District of Columbia, District of Columbia",1149.0,15.35,146.0,40.8,807.0,97964.0,408200.0,25.8,5.05,73.72,14.97,3.13,0.0,0.0,3.13,0.0,15.0,5.0,3.42,10.27,1,0,0,"MULTIPOLYGON (((-77.01161500000001 38.957661, -77.011635 38.953375, -77.012429 38.952308, -77.013458 38.952276, -77.013648 38.956584, -77.013649 38.957661, -77.01161500000001 38.957661)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010021024,2016,21.02.4,"District of Columbia, District of Columbia",1031.0,29.95,119.0,45.14,850.0,63333.0,430900.0,34.5,5.43,76.82,16.39,0.0,0.0,0.0,1.36,0.0,3.0,0.0,0.0,2.52,1,0,0,"MULTIPOLYGON (((-77.013649 38.957661, -77.013648 38.956584, -77.013458 38.952276, -77.015891 38.952204, -77.015997 38.954422, -77.016165 38.957662, -77.013649 38.957661)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010021025,2016,21.02.5,"District of Columbia, District of Columbia",726.0,14.29,99.0,45.0,,64375.0,400800.0,40.9,14.46,54.96,30.58,0.0,0.0,0.0,0.0,0.0,33.0,5.0,5.05,33.33,1,0,0,"MULTIPOLYGON (((-77.01968100000001 38.952083, -77.01978800000001 38.954309, -77.017714 38.95437, -77.017625 38.954372, -77.015997 38.954422, -77.015891 38.952204, -77.017608 38.952143, -77.01968100000001 38.952083)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010021026,2016,21.02.6,"District of Columbia, District of Columbia",703.0,30.19,170.0,55.17,905.0,,414600.0,50.0,4.84,67.0,26.32,0.0,0.0,0.0,1.85,0.0,8.0,5.0,2.94,4.71,1,0,0,"MULTIPOLYGON (((-77.015997 38.954422, -77.017625 38.954372, -77.017714 38.95437, -77.01978800000001 38.954309, -77.019837 38.955379, -77.019937 38.95752, -77.018072 38.957585, -77.01787400000001 38.95766, -77.016165 38.957662, -77.015997 38.954422)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010022011,2016,22.01.1,"District of Columbia, District of Columbia",1555.0,1.92,81.0,12.63,,96823.0,405700.0,,10.35,69.0,12.99,1.8,3.02,0.0,2.83,0.0,1.0,0.0,0.0,1.23,1,0,0,"MULTIPOLYGON (((-77.01954600000001 38.949211, -77.019513 38.94847, -77.02326499999999 38.948363, -77.023691 38.949086, -77.023781 38.950897, -77.02382900000001 38.951966, -77.01968100000001 38.952083, -77.019632 38.951021, -77.01954600000001 38.949211)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010022012,2016,22.01.2,"District of Columbia, District of Columbia",1146.0,7.12,72.0,9.12,,66622.0,455100.0,25.7,9.86,64.57,20.94,0.0,3.32,0.0,1.31,0.0,2.0,0.0,0.0,2.78,1,0,0,"MULTIPOLYGON (((-77.027035 38.948991, -77.023691 38.949086, -77.02326499999999 38.948363, -77.019513 38.94847, -77.019459 38.947402, -77.019413 38.946335, -77.0266 38.946125, -77.02666600000001 38.9464, -77.02678400000001 38.94719, -77.026933 38.948256, -77.027035 38.948991)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010022013,2016,22.01.3,"District of Columbia, District of Columbia",1003.0,0.0,140.0,49.7,1215.0,44844.0,396900.0,38.3,8.87,82.45,7.68,1.0,0.0,0.0,0.0,0.0,5.0,2.0,1.43,3.57,1,0,0,"MULTIPOLYGON (((-77.023691 38.949086, -77.027035 38.948991, -77.027135 38.949734, -77.02728399999999 38.950802, -77.027429 38.951868, -77.02382900000001 38.951966, -77.023781 38.950897, -77.023691 38.949086)))",Ward 4,64235.0,Center Place Holdings LLC,https://app.dcoz.dc.gov/Content/Search/ViewCaseReport.aspx?case_id=08-34B,Order 08-34 approved on 05/23/2011. Order 08-34A approved on 3/1/13.,C-4,Final,08-34B,0.0,0.0,{EA81F758-3861-45A5-9016-21655FD7115B},Ward 6,,,"POLYGON ((-77.02629690694459 38.95042443250834, -77.02628577125699 38.95017747087326, -77.0259870739379 38.95018568170172, -77.02597012073514 38.95019988645371, -77.02598001815157 38.95041940862164, -77.02599820715074 38.95043264561724, -77.02629690694459 38.95042443250834))",Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010022013,2016,22.01.3,"District of Columbia, District of Columbia",1003.0,0.0,140.0,49.7,1215.0,44844.0,396900.0,38.3,8.87,82.45,7.68,1.0,0.0,0.0,0.0,0.0,5.0,2.0,1.43,3.57,1,0,0,"MULTIPOLYGON (((-77.023691 38.949086, -77.027035 38.948991, -77.027135 38.949734, -77.02728399999999 38.950802, -77.027429 38.951868, -77.02382900000001 38.951966, -77.023781 38.950897, -77.023691 38.949086)))",Ward 4,64030.0,Eastgate Senior Residences,https://app.dcoz.dc.gov/Content/Search/ViewCaseReport.aspx?case_id=04-37,"Official Digital Zoning Map of July 1, 2010",R-5-B,Final,04-37,0.0,0.0,{CD98BBC8-FF83-4EC7-ACD7-AD05E3DA1447},Ward 7,,,"POLYGON ((-77.02666341338232 38.9503594071364, -77.02667888149324 38.95070241115594, -77.02710771006217 38.95069061976003, -77.02705998030012 38.95034850326444, -77.02666341338232 38.9503594071364))",Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010022021,2016,22.02.1,"District of Columbia, District of Columbia",1998.0,25.5,393.0,75.22,1113.0,41974.0,380000.0,31.3,4.8,48.6,41.14,0.0,3.1,0.0,2.35,0.0,37.0,11.0,2.8,9.41,1,0,0,"MULTIPOLYGON (((-77.015891 38.952204, -77.013458 38.952276, -77.012429 38.952308, -77.009007 38.952407, -77.00859800000001 38.94706, -77.010926 38.944613, -77.011064 38.944543, -77.01146900000001 38.944369, -77.01154 38.944329, -77.012618 38.944388, -77.01351099999999 38.944892, -77.014369 38.945378, -77.016014 38.946395, -77.016071 38.94643, -77.016811 38.946409, -77.016375 38.946994, -77.01603 38.947459, -77.015216 38.948558, -77.01571 38.948586, -77.015748 38.949324, -77.01583599999999 38.951135, -77.015891 38.952204)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010022022,2016,22.02.2,"District of Columbia, District of Columbia",1084.0,36.07,200.0,45.28,889.0,37813.0,360300.0,50.0,2.58,87.55,7.01,0.0,0.0,0.0,2.86,0.0,25.0,8.0,4.0,12.5,1,0,0,"MULTIPOLYGON (((-77.016811 38.946409, -77.01733299999999 38.946395, -77.019413 38.946335, -77.019459 38.947402, -77.019513 38.94847, -77.01954600000001 38.949211, -77.015748 38.949324, -77.01571 38.948586, -77.015216 38.948558, -77.01603 38.947459, -77.016375 38.946994, -77.016811 38.946409)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010022023,2016,22.02.3,"District of Columbia, District of Columbia",892.0,10.56,108.0,26.81,966.0,67417.0,388900.0,24.2,5.27,67.83,22.2,0.0,0.0,0.0,0.9,3.81,16.0,3.0,2.78,14.81,1,0,0,"MULTIPOLYGON (((-77.01968100000001 38.952083, -77.017608 38.952143, -77.015891 38.952204, -77.01583599999999 38.951135, -77.015748 38.949324, -77.01954600000001 38.949211, -77.019632 38.951021, -77.01968100000001 38.952083)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010023011,2016,23.01.1,"District of Columbia, District of Columbia",1624.0,1.33,116.0,18.52,1886.0,106536.0,452600.0,19.6,20.14,69.64,2.89,0.0,3.08,0.0,1.85,2.4,3.0,0.0,0.0,2.59,1,0,0,"MULTIPOLYGON (((-77.01733299999999 38.946395, -77.01712499999999 38.942113, -77.01698399999999 38.939483, -77.016459 38.938693, -77.017341 38.937924, -77.017724 38.937738, -77.018246 38.937592, -77.01903299999999 38.937398, -77.019002 38.93748, -77.01899299999999 38.937772, -77.01904500000001 38.938841, -77.0192 38.942054, -77.01922399999999 38.942571, -77.01968599999999 38.942679, -77.019954 38.943101, -77.019413 38.946335, -77.01733299999999 38.946395)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110010023012,2016,23.01.2,"District of Columbia, District of Columbia",1596.0,7.94,365.0,30.55,965.0,73594.0,436300.0,28.5,25.56,39.04,27.82,0.0,1.32,0.0,6.27,0.0,20.0,4.0,1.1,5.48,1,0,0,"MULTIPOLYGON (((-77.01154 38.944329, -77.01331500000001 38.942134, -77.016459 38.938693, -77.01698399999999 38.939483, -77.01712499999999 38.942113, -77.01733299999999 38.946395, -77.016811 38.946409, -77.016071 38.94643, -77.016014 38.946395, -77.014369 38.945378, -77.01351099999999 38.944892, -77.012618 38.944388, -77.01154 38.944329)))",Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
