GEOID,year,name,parent-location,population,poverty-rate,renter-occupied-households,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed,geometry_Tract,ward,OBJECTID,URL,DC_CODE,TYPE,NAME,GIS_ID,SHAPE_Length,SHAPE_Area,Name,Description,geometry_ft
110010064002,2016,64.2,"District of Columbia, District of Columbia",874.0,49.77,332.0,87.65,,23565.0,576600.0,27.6,11.9,82.15,5.15,0.8,0.0,0.0,0.0,0.0,23.0,13.0,3.92,6.93,1,0,0,"MULTIPOLYGON (((-77.009084 38.872976, -77.008983 38.871052, -77.00568199999999 38.868856, -77.008121 38.864106, -77.015541 38.860767, -77.015316 38.869472, -77.014341 38.872035, -77.013672 38.872036, -77.013368 38.872977, -77.009084 38.872976)))",Ward 6,,,,,,,,,,,
110010065001,2016,65.1,"District of Columbia, District of Columbia",875.0,0.0,403.0,77.61,1698.0,82153.0,956100.0,27.1,76.46,16.23,5.83,0.0,0.0,0.0,1.49,0.0,8.0,1.0,0.25,1.99,1,0,0,"MULTIPOLYGON (((-77.005893 38.885065, -77.003514 38.886039, -77.003519 38.887614, -77.00264 38.887323, -76.99617499999999 38.884675, -76.99617499999999 38.884271, -77.002042 38.884274, -77.00204100000001 38.885072, -77.003517 38.885064, -77.005893 38.885065)))",Ward 6,,,,,,,,,,,
110010065002,2016,65.2,"District of Columbia, District of Columbia",1708.0,1.61,425.0,39.04,2154.0,165000.0,864100.0,19.8,73.48,9.48,12.12,0.0,3.28,0.0,1.64,0.0,6.0,0.0,0.0,1.41,1,0,0,"MULTIPOLYGON (((-77.002049 38.880644, -77.00355399999999 38.880929, -77.00352100000001 38.880775, -77.00905299999999 38.881531, -77.009068 38.883857, -77.009061 38.885065, -77.005893 38.885065, -77.003517 38.885064, -77.00204100000001 38.885072, -77.002042 38.884274, -76.99617499999999 38.884271, -76.996179 38.883773, -76.99642799999999 38.883785, -76.99845000000001 38.883254, -76.99844899999999 38.882726, -77.000485 38.882728, -77.000705 38.882658, -77.00203399999999 38.882302, -77.002049 38.880644)))",Ward 6,,,,,,,,,,,
110010066001,2016,66.1,"District of Columbia, District of Columbia",1904.0,1.81,540.0,48.45,1779.0,143485.0,933100.0,22.8,84.93,3.57,3.83,2.1,4.78,0.0,0.79,0.0,15.0,0.0,0.0,2.78,1,0,0,"MULTIPOLYGON (((-77.003519 38.887614, -77.002039 38.887598, -77.00203399999999 38.889168, -77.00351999999999 38.889151, -77.00351499999999 38.889808, -77.00203999999999 38.889808, -76.998446 38.889808, -76.994962 38.889806, -76.99496000000001 38.884604, -76.995242 38.884609, -76.99553400000001 38.884411, -76.99617499999999 38.884675, -77.00264 38.887323, -77.003519 38.887614)))",Ward 6,,,,,,,,,,,
110010067001,2016,67.1,"District of Columbia, District of Columbia",1406.0,0.0,228.0,38.93,2221.0,128289.0,664300.0,22.6,62.73,27.31,4.84,0.0,1.56,0.0,3.56,0.0,9.0,3.0,1.32,3.95,1,0,0,"MULTIPOLYGON (((-76.983653 38.887123, -76.984751 38.886899, -76.987272 38.886227, -76.988191 38.885983, -76.988311 38.886017, -76.988316 38.889243, -76.98832 38.889795, -76.985506 38.889803, -76.983645 38.889801, -76.983653 38.887123)))",Ward 6,,,,,,,,,,,
110010067002,2016,67.2,"District of Columbia, District of Columbia",1425.0,0.0,299.0,44.5,1684.0,138843.0,812500.0,22.5,85.75,9.68,1.33,0.0,1.68,0.0,1.54,0.0,2.0,0.0,0.0,0.67,1,0,0,"MULTIPOLYGON (((-76.988311 38.886017, -76.98968499999999 38.885589, -76.99153 38.885098, -76.991544 38.889226, -76.988316 38.889243, -76.988311 38.886017)))",Ward 6,,,,,,,,,,,
110010067003,2016,67.3,"District of Columbia, District of Columbia",1382.0,0.0,316.0,36.52,2099.0,140833.0,820400.0,25.8,84.44,4.05,3.55,0.0,6.95,0.0,1.01,0.0,1.0,0.0,0.0,0.32,1,0,0,"MULTIPOLYGON (((-76.994962 38.889806, -76.993757 38.889804, -76.991533 38.889805, -76.991544 38.889226, -76.99153 38.885098, -76.993376 38.884603, -76.993763 38.884585, -76.99381200000001 38.884592, -76.99485900000001 38.884599, -76.99496000000001 38.884604, -76.994962 38.889806)))",Ward 6,,,,,,,,,,,
110010068011,2016,68.01.1,"District of Columbia, District of Columbia",1369.0,2.02,293.0,37.52,1208.0,75820.0,478200.0,27.4,31.19,59.82,2.85,0.0,3.8,0.0,2.34,0.0,19.0,6.0,2.05,6.48,1,0,0,"MULTIPOLYGON (((-76.98076399999999 38.8898, -76.97725699999999 38.889798, -76.97726 38.884556, -76.980766 38.885949, -76.98076399999999 38.8898)))",Ward 6,,,,,,,,,,,
110010068012,2016,68.01.2,"District of Columbia, District of Columbia",648.0,18.05,153.0,47.59,1279.0,74375.0,507500.0,29.5,46.91,48.92,2.31,0.0,0.0,0.0,1.85,0.0,5.0,2.0,1.31,3.27,1,0,0,"MULTIPOLYGON (((-76.983645 38.889801, -76.98076399999999 38.8898, -76.980766 38.885949, -76.983653 38.887123, -76.983645 38.889801)))",Ward 6,,,,,,,,,,,
110010068021,2016,68.02.1,"District of Columbia, District of Columbia",911.0,6.54,129.0,31.23,1450.0,123125.0,568400.0,30.0,42.7,39.52,4.94,0.0,1.87,0.0,10.1,0.88,4.0,2.0,1.55,3.1,1,0,0,"MULTIPOLYGON (((-76.97726299999999 38.884102, -76.980766 38.8841, -76.98365800000001 38.884101, -76.983653 38.887123, -76.980766 38.885949, -76.97726 38.884556, -76.97726299999999 38.884102)))",Ward 6,,,,,,,,,,,
110010068022,2016,68.02.2,"District of Columbia, District of Columbia",1431.0,11.68,225.0,27.47,1921.0,104107.0,605400.0,35.2,56.32,33.61,6.36,1.54,0.7,0.0,1.47,0.0,7.0,1.0,0.44,3.11,1,0,0,"MULTIPOLYGON (((-76.981618 38.878735, -76.98366300000001 38.879565, -76.98365800000001 38.884101, -76.980766 38.8841, -76.97726299999999 38.884102, -76.978295 38.883261, -76.98076 38.882259, -76.981618 38.878735)))",Ward 6,,,,,,,,,,,
110010068041,2016,68.04.1,"District of Columbia, District of Columbia",2949.0,0.0,1.0,0.0,,,,,3.22,91.52,3.93,0.0,0.0,0.0,0.51,0.81,0.0,0.0,0.0,0.0,1,0,0,"MULTIPOLYGON (((-76.981618 38.878735, -76.98076 38.882259, -76.978295 38.883261, -76.97726299999999 38.884102, -76.97726 38.884556, -76.97725699999999 38.889798, -76.97383600000001 38.890582, -76.97515199999999 38.893295, -76.973603 38.895102, -76.970968 38.895997, -76.969492 38.897694, -76.964077 38.897298, -76.96178 38.89707, -76.961862 38.8953, -76.963382 38.889796, -76.96678900000001 38.885235, -76.97145399999999 38.880633, -76.973477 38.878134, -76.978173 38.876953, -76.979299 38.877514, -76.97937 38.877544, -76.97958 38.877655, -76.980023 38.877745, -76.980423 38.878101, -76.981618 38.878735)))",Ward 6,,,,,,,,,,,
110010069001,2016,69.1,"District of Columbia, District of Columbia",1447.0,0.0,407.0,51.88,1132.0,77424.0,735600.0,26.3,62.82,29.51,4.91,0.0,1.45,0.0,1.31,0.0,8.0,8.0,1.97,1.97,1,0,0,"MULTIPOLYGON (((-76.988311 38.886017, -76.988191 38.885983, -76.987272 38.886227, -76.984751 38.886899, -76.983653 38.887123, -76.98365800000001 38.884101, -76.98551999999999 38.884102, -76.98831199999999 38.884105, -76.988309 38.881456, -76.99153 38.882793, -76.99376100000001 38.88369, -76.993763 38.884585, -76.993376 38.884603, -76.99153 38.885098, -76.98968499999999 38.885589, -76.988311 38.886017)))",Ward 6,,,,,,,,,,,
110010069002,2016,69.2,"District of Columbia, District of Columbia",734.0,0.0,117.0,16.89,2125.0,159250.0,656400.0,17.4,81.2,12.94,2.86,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.71,1,0,0,"MULTIPOLYGON (((-76.98365800000001 38.884101, -76.98366300000001 38.879565, -76.988309 38.881456, -76.98831199999999 38.884105, -76.98551999999999 38.884102, -76.98365800000001 38.884101)))",Ward 6,,,,,,,,,,,
110010070001,2016,70.1,"District of Columbia, District of Columbia",1367.0,3.85,400.0,48.43,1722.0,134722.0,726400.0,21.8,64.96,9.0,14.41,0.0,0.66,0.0,7.68,3.29,5.0,2.0,0.5,1.25,1,0,0,"MULTIPOLYGON (((-76.996179 38.883773, -76.996185 38.879052, -76.998662 38.879697, -77.002049 38.880644, -77.00203399999999 38.882302, -77.000705 38.882658, -77.000485 38.882728, -76.99844899999999 38.882726, -76.99845000000001 38.883254, -76.99642799999999 38.883785, -76.996179 38.883773)))",Ward 6,,,,,,,,,,,
110010070002,2016,70.2,"District of Columbia, District of Columbia",1427.0,0.0,267.0,53.11,1524.0,95625.0,665900.0,25.1,67.27,17.38,7.92,0.0,1.47,0.0,5.96,0.0,11.0,2.0,0.75,4.12,1,0,0,"MULTIPOLYGON (((-76.99153800000001 38.877963, -76.99295600000001 38.878336, -76.996185 38.879052, -76.996179 38.883773, -76.99617499999999 38.884271, -76.99617499999999 38.884675, -76.99553400000001 38.884411, -76.995242 38.884609, -76.99496000000001 38.884604, -76.99485900000001 38.884599, -76.99381200000001 38.884592, -76.993763 38.884585, -76.99376100000001 38.88369, -76.99153 38.882793, -76.991534 38.878402, -76.99153800000001 38.877963)))",Ward 6,,,,,,,,,,,
110010071001,2016,71.1,"District of Columbia, District of Columbia",674.0,34.02,244.0,58.69,1352.0,57446.0,476600.0,40.6,31.31,57.42,4.75,0.0,1.78,0.0,4.75,0.0,26.0,11.0,4.51,10.66,1,0,0,"MULTIPOLYGON (((-76.99153800000001 38.877963, -76.991534 38.878402, -76.983656 38.878396, -76.981618 38.878735, -76.980423 38.878101, -76.980023 38.877745, -76.97958 38.877655, -76.97937 38.877544, -76.979299 38.877514, -76.978173 38.876953, -76.98383200000001 38.875143, -76.990515 38.871469, -76.990708 38.871703, -76.99110400000001 38.872343, -76.991347 38.872736, -76.991463 38.873335, -76.99153699999999 38.877773, -76.99153800000001 38.877963)))",Ward 6,,,,,,,,,,,
110010071002,2016,71.2,"District of Columbia, District of Columbia",2390.0,19.96,592.0,63.28,976.0,74559.0,492500.0,28.5,39.79,55.36,1.05,0.0,1.13,0.0,1.84,0.84,42.0,18.0,3.04,7.09,1,0,0,"MULTIPOLYGON (((-76.991534 38.878402, -76.99153 38.882793, -76.988309 38.881456, -76.98366300000001 38.879565, -76.981618 38.878735, -76.983656 38.878396, -76.991534 38.878402)))",Ward 6,,,,,,,,,,,
110010072001,2016,72.1,"District of Columbia, District of Columbia",3358.0,9.09,1397.0,70.66,2292.0,116700.0,472400.0,25.9,66.14,21.08,4.08,0.21,4.88,0.0,3.6,0.0,79.0,4.0,0.29,5.65,1,0,0,"MULTIPOLYGON (((-77.002049 38.880644, -76.998662 38.879697, -76.99882100000001 38.879577, -76.999522 38.877525, -77.009089 38.877529, -77.00905299999999 38.881531, -77.00352100000001 38.880775, -77.00355399999999 38.880929, -77.002049 38.880644)))",Ward 6,13.0,"http://cfo.dc.gov/cfo/cwp/view,a,1325,q,590509,cfoNav,|33208|.asp",RESOLUTION 15-192,TIF,Capitol Hill Towers,tif_13,273.580905269503,4489.422060243161,Capitol Hill Towers,,"POLYGON ((-77.00371469144129 38.87766254192838, -77.00371469930722 38.87781355868696, -77.00371470002233 38.87782728749058, -77.00366552447511 38.87782728904523, -77.00366552716662 38.87787965484413, -77.00366554917275 38.87830780581926, -77.00451678586249 38.87830777598475, -77.00431119706408 38.87773784062749, -77.00428402907355 38.87766252242137, -77.00371469144129 38.87766254192838))"
110010072001,2016,72.1,"District of Columbia, District of Columbia",3358.0,9.09,1397.0,70.66,2292.0,116700.0,472400.0,25.9,66.14,21.08,4.08,0.21,4.88,0.0,3.6,0.0,79.0,4.0,0.29,5.65,1,0,0,"MULTIPOLYGON (((-77.002049 38.880644, -76.998662 38.879697, -76.99882100000001 38.879577, -76.999522 38.877525, -77.009089 38.877529, -77.00905299999999 38.881531, -77.00352100000001 38.880775, -77.00355399999999 38.880929, -77.002049 38.880644)))",Ward 6,15.0,http://cfo.dc.gov,BILL 16-929,PILOT,Capper/Carrollsburg,tif_15,2354.3720269788396,187748.66792131698,Capper/Carrollsburg,,"MULTIPOLYGON (((-77.00362644399851 38.88053701495062, -77.00500276455104 38.88052210024315, -77.00502789931022 38.88050291127693, -77.00502877480719 38.87886220369291, -77.00486166944914 38.87841324145437, -77.00352124232334 38.87841536151363, -77.00353059718833 38.87648871754887, -77.00204038895896 38.87648813152766, -76.99952086769424 38.87648957174744, -76.99951895377863 38.87662004034659, -76.99952151031036 38.87690540835479, -76.99952401847668 38.87753268102363, -76.99951281799447 38.87902167853178, -76.9994763989324 38.87911104166017, -76.99941762178049 38.87918094652822, -76.999324857887 38.87924076174044, -76.99925317287573 38.87928436193415, -76.99938051089805 38.87929256033437, -76.99954093658236 38.87932165816233, -76.99964640037321 38.87935363833071, -76.99998777822807 38.87949515168388, -77.00057875319494 38.8797484752445, -77.0011033706777 38.87993881878619, -77.00205729882541 38.88020707578048, -77.00324196830486 38.88053612542281, -77.00350347152606 38.88053242445194, -77.00362644399851 38.88053701495062)), ((-76.99618950042122 38.87753757453136, -76.99826168652055 38.87753991184908, -76.99826279606036 38.87741060532461, -76.99826281553689 38.87660962374558, -76.99826171208713 38.87648914542164, -76.9977754517776 38.87648744359824, -76.99619108929492 38.87648630370518, -76.99618950042122 38.87753757453136)))"
110010072002,2016,72.2,"District of Columbia, District of Columbia",1226.0,0.0,789.0,92.91,1512.0,55000.0,433300.0,28.7,63.46,26.26,6.12,0.0,2.04,0.0,2.12,0.0,94.0,18.0,2.28,11.91,1,0,0,"MULTIPOLYGON (((-76.990515 38.871469, -76.992565 38.870242, -77.00300799999999 38.870996, -77.00568199999999 38.868856, -77.008983 38.871052, -77.009084 38.872976, -77.00909799999999 38.876469, -77.009089 38.877529, -76.999522 38.877525, -76.99882100000001 38.879577, -76.998662 38.879697, -76.996185 38.879052, -76.99295600000001 38.878336, -76.99153800000001 38.877963, -76.99153699999999 38.877773, -76.991463 38.873335, -76.991347 38.872736, -76.99110400000001 38.872343, -76.990708 38.871703, -76.990515 38.871469)))",Ward 6,14.0,http://cfo.dc.gov,RESOLUTION 16-658,PILOT,Southeast Federal Center,tif_14,2595.5260687566,230471.46897482898,Southeast Federal Center,,"POLYGON ((-77.0035738686757 38.87505616466031, -77.00366315971843 38.87531624337507, -77.00402625505197 38.87637391648772, -77.00420470527807 38.87648869521202, -77.00587490159124 38.87648955095037, -77.0058798900035 38.87283438329253, -77.00570225108216 38.87284101328915, -77.00384531618481 38.87284108923133, -77.00384530173994 38.87257316127326, -77.00281570292276 38.87295151659437, -77.00280554844713 38.87260892725264, -76.99894575380472 38.87260695638494, -76.99895069845265 38.87490033337592, -76.99777294218951 38.87492094607579, -76.9977754517776 38.87648744359824, -77.00058302528917 38.87648768852153, -77.00068086629422 38.87637398396647, -77.00068085446354 38.87634103125399, -77.00068085414819 38.87630807854128, -77.0006808538329 38.8762751348297, -77.00068085351754 38.87624218211661, -77.00068085320225 38.87620923840466, -77.00068085288689 38.87617628569122, -77.00068085157302 38.87603899769781, -77.00068085031174 38.87590720484163, -77.00068084905038 38.87577540293952, -77.00068084793358 38.87565870817065, -77.00068084753946 38.87561752174432, -77.00068084642265 38.87550082697227, -77.00068085675636 38.87537737587152, -77.00089161167546 38.8753773744489, -77.00120773243231 38.87537737160195, -77.00131312140694 38.87537737046262, -77.0016292537322 38.87537736647452, -77.00184000865123 38.87537736334036, -77.00192691274752 38.87537736193725, -77.00192690295248 38.87501500804577, -77.0021376568013 38.87501500437442, -77.00215613001552 38.87501494098358, -77.00225384336028 38.87501463284186, -77.00245367222905 38.87501399821806, -77.00252388893999 38.87501377152063, -77.00253793688815 38.87501372616765, -77.00275119140424 38.87501304573535, -77.00291380877755 38.87501252829612, -77.0035581820121 38.87501046550371, -77.0035738686757 38.87505616466031))"
110010072002,2016,72.2,"District of Columbia, District of Columbia",1226.0,0.0,789.0,92.91,1512.0,55000.0,433300.0,28.7,63.46,26.26,6.12,0.0,2.04,0.0,2.12,0.0,94.0,18.0,2.28,11.91,1,0,0,"MULTIPOLYGON (((-76.990515 38.871469, -76.992565 38.870242, -77.00300799999999 38.870996, -77.00568199999999 38.868856, -77.008983 38.871052, -77.009084 38.872976, -77.00909799999999 38.876469, -77.009089 38.877529, -76.999522 38.877525, -76.99882100000001 38.879577, -76.998662 38.879697, -76.996185 38.879052, -76.99295600000001 38.878336, -76.99153800000001 38.877963, -76.99153699999999 38.877773, -76.991463 38.873335, -76.991347 38.872736, -76.99110400000001 38.872343, -76.990708 38.871703, -76.990515 38.871469)))",Ward 6,16.0,http://cfo.dc.gov,RESOLUTION 16-657,PILOT,Department of Transportation,tif_16,906.768816695327,40253.4089012631,Department of Transportation,,"POLYGON ((-77.00291380877755 38.87501252829612, -77.00275119140424 38.87501304573535, -77.00253793688815 38.87501372616765, -77.00252388893999 38.87501377152063, -77.00245367222905 38.87501399821806, -77.00225384336028 38.87501463284186, -77.00215613001552 38.87501494098358, -77.0021376568013 38.87501500437442, -77.00192690295248 38.87501500804577, -77.00192691274752 38.87537736193725, -77.00184000865123 38.87537736334036, -77.0016292537322 38.87537736647452, -77.00131312140694 38.87537737046262, -77.00120773243231 38.87537737160195, -77.00089161167546 38.8753773744489, -77.00068085675636 38.87537737587152, -77.00068084642265 38.87550082697227, -77.00068084753946 38.87561752174432, -77.00068084793358 38.87565870817065, -77.00068084905038 38.87577540293952, -77.00068085031174 38.87590720484163, -77.00068085157302 38.87603899769781, -77.00068085288689 38.87617628569122, -77.00068085320225 38.87620923840466, -77.00068085351754 38.87624218211661, -77.0006808538329 38.8762751348297, -77.00068085414819 38.87630807854128, -77.00068085446354 38.87634103125399, -77.00068086629422 38.87637398396647, -77.00058302528917 38.87648768852153, -77.00420470527807 38.87648869521202, -77.00402625505197 38.87637391648772, -77.00366315971843 38.87531624337507, -77.0035738686757 38.87505616466031, -77.0035581820121 38.87501046550371, -77.00291380877755 38.87501252829612))"
110010072002,2016,72.2,"District of Columbia, District of Columbia",1226.0,0.0,789.0,92.91,1512.0,55000.0,433300.0,28.7,63.46,26.26,6.12,0.0,2.04,0.0,2.12,0.0,94.0,18.0,2.28,11.91,1,0,0,"MULTIPOLYGON (((-76.990515 38.871469, -76.992565 38.870242, -77.00300799999999 38.870996, -77.00568199999999 38.868856, -77.008983 38.871052, -77.009084 38.872976, -77.00909799999999 38.876469, -77.009089 38.877529, -76.999522 38.877525, -76.99882100000001 38.879577, -76.998662 38.879697, -76.996185 38.879052, -76.99295600000001 38.878336, -76.99153800000001 38.877963, -76.99153699999999 38.877773, -76.991463 38.873335, -76.991347 38.872736, -76.99110400000001 38.872343, -76.990708 38.871703, -76.990515 38.871469)))",Ward 6,17.0,"http://cfo.dc.gov/cfo/cwp/view,a,1325,q,590509,cfoNav,|33208|.asp",,TIF,DC Ballpark,tif_17,4248.62040232654,648849.699243956,DC Ballpark,,"POLYGON ((-77.01063808044438 38.88199596377596, -77.01065319692592 38.87929315689297, -77.01065167809331 38.87753399772751, -77.01065714217378 38.87646345739053, -77.01065078594026 38.87464590538715, -77.01065294389092 38.87296745979545, -77.01065188373326 38.87204157614482, -77.01065412333674 38.87075643684692, -77.0106522074632 38.87027331615435, -77.01066380841624 38.87009846190752, -77.01067346635261 38.86995333556222, -77.0106816649956 38.86968192949775, -77.01068527591281 38.86947922200675, -77.01069292763282 38.86825092470174, -77.01071246534582 38.86599473742258, -77.00967311602409 38.86603176290445, -77.00937082230638 38.86651932597221, -77.00912664725675 38.86693060474247, -77.00889727292223 38.8672969945623, -77.00853421011695 38.86781479874974, -77.00846062782858 38.86791527425082, -77.00797805084403 38.8679756645913, -77.00793232817934 38.86818907696302, -77.00799801943316 38.86827672430361, -77.0078842028243 38.86856040686691, -77.00781485396178 38.8687456244221, -77.00763972091916 38.86892102973852, -77.00742840256424 38.86908103273129, -77.00737979132384 38.86924237640667, -77.00737799468904 38.86969757142247, -77.00723087063744 38.86997900325582, -77.0071050487267 38.87010963288162, -77.00678718668806 38.8704346998098, -77.00661524037463 38.87064827432809, -77.00641290780548 38.87086286586701, -77.00612023049507 38.8710877313775, -77.00593678587988 38.87120647163698, -77.00582882086104 38.8713366485508, -77.00585533241883 38.87142601058569, -77.00589091687475 38.87239864623942, -77.00587677862988 38.87297491453788, -77.00586670293652 38.87376837510066, -77.00586608345321 38.87464327105976, -77.00587490159124 38.87648955095037, -77.00420470527807 38.87648869521202, -77.00454468411378 38.87753664728052, -77.00486166944914 38.87841324145437, -77.00517994253164 38.87930010412255, -77.00573676738807 38.88091407982024, -77.01063808044438 38.88199596377596))"
110010073011,2016,73.01.1,"District of Columbia, District of Columbia",4002.0,3.29,1021.0,100.0,2408.0,75625.0,,38.1,61.02,22.61,9.32,0.0,1.45,0.0,2.35,3.25,15.0,5.0,0.49,1.47,1,0,0,"MULTIPOLYGON (((-77.0387883445095 38.8196169981551, -77.039098 38.821413, -77.03809800000001 38.828612, -77.03856011092729 38.8301229894081, -77.039199 38.832212, -77.04119900000001 38.833712, -77.042599 38.833812, -77.043499 38.833212, -77.044899 38.834712, -77.044999 38.838512, -77.04419900000001 38.840212, -77.04169899999999 38.840212, -77.032798 38.841712, -77.03169800000001 38.850512, -77.03387251674991 38.8544599451583, -77.032843 38.855027, -77.022052 38.854996, -77.019713 38.856371, -77.015541 38.860767, -77.008121 38.864106, -77.00568199999999 38.868856, -77.002269 38.867389, -77.002413 38.866984, -77.002398 38.86671, -77.00176999999999 38.865417, -77.00173100000001 38.864828, -77.003446 38.860689, -77.00412300000001 38.859995, -77.006773 38.853442, -77.008083 38.849772, -77.008354 38.845095, -77.00887 38.840354, -77.00919 38.839591, -77.014976 38.831614, -77.016485 38.830174, -77.016757 38.829906, -77.016807 38.829786, -77.01684400000001 38.829609, -77.017202 38.828934, -77.017307 38.828344, -77.01737 38.827363, -77.01737 38.823592, -77.018221 38.820799, -77.027477 38.819979, -77.0387883445095 38.8196169981551)))",Ward 8,,,,,,,,,,,
110010073041,2016,73.04.1,"District of Columbia, District of Columbia",2415.0,44.94,645.0,82.82,734.0,26587.0,215000.0,43.9,2.98,95.57,0.54,0.0,0.0,0.0,0.91,0.0,211.0,46.0,7.13,32.71,1,0,0,"MULTIPOLYGON (((-76.97949699999999 38.837812, -76.9849693143039 38.8338325496209, -76.98791199999999 38.837198, -76.98872799999999 38.838585, -76.988731 38.838594, -76.99145300000001 38.838193, -76.99351299999999 38.83757, -76.99356299999999 38.838805, -76.988505 38.83983, -76.98850299999999 38.840827, -76.988507 38.844633, -76.987685 38.844802, -76.98133199999999 38.8466, -76.981273 38.846617, -76.980592 38.84543, -76.978663 38.842308, -76.97851199999999 38.842351, -76.978003 38.841942, -76.977519 38.841853, -76.977273 38.841922, -76.97706700000001 38.842277, -76.97636 38.842641, -76.97512399999999 38.842518, -76.974484 38.84294, -76.97297399999999 38.843312, -76.9728438537977 38.8431497825041, -76.972937771182 38.8430744331047, -76.97949699999999 38.837812)))",Ward 8,,,,,,,,,,,
110010073042,2016,73.04.2,"District of Columbia, District of Columbia",803.0,30.48,171.0,80.78,939.0,37986.0,313300.0,29.4,6.23,86.92,2.62,0.0,0.0,0.0,4.23,0.0,39.0,13.0,7.6,22.81,1,0,0,"MULTIPOLYGON (((-76.991658 38.844127, -76.990364 38.844351, -76.98929099999999 38.844499, -76.988507 38.844633, -76.98850299999999 38.840827, -76.991001 38.840553, -76.991658 38.844127)))",Ward 8,,,,,,,,,,,
110010073043,2016,73.04.3,"District of Columbia, District of Columbia",296.0,0.0,158.0,83.22,883.0,,189100.0,26.7,0.0,91.55,8.45,0.0,0.0,0.0,0.0,0.0,13.0,9.0,5.7,8.23,1,0,0,"MULTIPOLYGON (((-76.98850299999999 38.840827, -76.988505 38.83983, -76.99356299999999 38.838805, -76.993624 38.840331, -76.994226 38.843688, -76.992176 38.844039, -76.991658 38.844127, -76.991001 38.840553, -76.98850299999999 38.840827)))",Ward 8,,,,,,,,,,,
110010074011,2016,74.01.1,"District of Columbia, District of Columbia",1355.0,51.26,450.0,92.39,368.0,14836.0,270700.0,26.4,0.37,98.23,1.11,0.0,0.3,0.0,0.0,0.0,10.0,8.0,1.78,2.22,1,0,0,"MULTIPOLYGON (((-76.98897700000001 38.86795, -76.9902 38.86722, -76.991443 38.865824, -76.992402 38.864823, -76.992327 38.86455, -76.99143100000001 38.863955, -76.991016 38.863429, -76.991221 38.863318, -76.993268 38.86218, -76.99435800000001 38.860605, -76.998763 38.857518, -77.003446 38.860689, -77.00173100000001 38.864828, -77.00176999999999 38.865417, -77.002398 38.86671, -77.002413 38.866984, -77.002269 38.867389, -77.00568199999999 38.868856, -77.00300799999999 38.870996, -76.992565 38.870242, -76.990515 38.871469, -76.98947699999999 38.870222, -76.98819 38.868408, -76.98897700000001 38.86795)))",Ward 8,,,,,,,,,,,
110010074012,2016,74.01.2,"District of Columbia, District of Columbia",1098.0,67.47,311.0,93.99,446.0,15833.0,322200.0,40.1,0.0,96.81,2.64,0.0,0.55,0.0,0.0,0.0,68.0,6.0,1.93,21.86,1,0,0,"MULTIPOLYGON (((-76.99435800000001 38.860605, -76.99381200000001 38.859774, -76.993651 38.85849, -76.99345099999999 38.855014, -76.992171 38.853751, -76.99247800000001 38.853564, -76.996075 38.856067, -76.998763 38.857518, -76.99435800000001 38.860605)))",Ward 8,,,,,,,,,,,
110010074031,2016,74.03.1,"District of Columbia, District of Columbia",3500.0,26.65,968.0,95.29,1104.0,31399.0,164700.0,33.8,1.23,95.97,2.8,0.0,0.0,0.0,0.0,0.0,864.0,72.0,7.44,89.26,1,0,0,"MULTIPOLYGON (((-76.96554874535489 38.8490026077731, -76.96657051071459 38.8481828510603, -76.970885 38.848018, -76.977053 38.846473, -76.97785500000001 38.846285, -76.980592 38.84543, -76.981273 38.846617, -76.98030799999999 38.846903, -76.976839 38.849901, -76.972827 38.851194, -76.968846 38.849226, -76.96554874535489 38.8490026077731)))",Ward 8,,,,,,,,,,,
110010074041,2016,74.04.1,"District of Columbia, District of Columbia",2414.0,39.28,556.0,76.3,1003.0,25000.0,236300.0,37.6,0.04,98.3,0.25,0.66,0.0,0.0,0.75,0.0,214.0,57.0,10.25,38.49,1,0,0,"MULTIPOLYGON (((-76.97595 38.853572, -76.972827 38.851194, -76.976839 38.849901, -76.98030799999999 38.846903, -76.98097199999999 38.848811, -76.98101200000001 38.850749, -76.98330300000001 38.853297, -76.98052199999999 38.854151, -76.977254 38.854014, -76.976812 38.853894, -76.97595 38.853572)))",Ward 8,,,,,,,,,,,
110010074042,2016,74.04.2,"District of Columbia, District of Columbia",1076.0,43.5,254.0,64.38,988.0,49519.0,198100.0,34.0,2.42,97.58,0.0,0.0,0.0,0.0,0.0,0.0,29.0,6.0,2.36,11.42,1,0,0,"MULTIPOLYGON (((-76.98638200000001 38.849944, -76.98101200000001 38.850749, -76.98097199999999 38.848811, -76.98030799999999 38.846903, -76.981273 38.846617, -76.98133199999999 38.8466, -76.987685 38.844802, -76.988507 38.844633, -76.98929099999999 38.844499, -76.98504699999999 38.848964, -76.986473 38.849853, -76.98638200000001 38.849944)))",Ward 8,,,,,,,,,,,
